prefab	display	type	stack	weight	value	teleportable	token
TrophyFenring	$item_trophy_fenring	Trophy	20	1.5	0	true	$item_trophy_fenring
TrophyForestTroll	$item_trophy_troll	Trophy	20	4	0	true	$item_trophy_troll
TrophyFrostTroll	$item_trophy_troll	Trophy	20	4	0	true	$item_trophy_troll
TrophyGhost	$item_trophy_ghost	Trophy	20	2	0	true	$item_trophy_ghost
TrophyGjall	$item_trophy_gjall	Trophy	20	2	0	true	$item_trophy_gjall
TrophyGoblin	$item_trophy_goblin	Trophy	20	1	0	true	$item_trophy_goblin
TrophyGoblinBrute	$item_trophy_goblinbrute	Trophy	20	2	0	true	$item_trophy_goblinbrute
TrophyGoblinBruteBrosBrute	$item_trophy_brutebro	Trophy	20	2	0	true	$item_trophy_brutebro
TrophyGoblinBruteBrosShaman	$item_trophy_shamanbro	Trophy	20	2	0	true	$item_trophy_shamanbro
TrophyGoblinKing	$item_trophy_goblinking	Trophy	20	1	0	true	$item_trophy_goblinking
TrophyGoblinShaman	$item_trophy_goblinshaman	Trophy	20	0.5	0	true	$item_trophy_goblinshaman
TrophyGreydwarf	$item_trophy_greydwarf	Trophy	20	1	0	true	$item_trophy_greydwarf
TrophyGreydwarfBrute	$item_trophy_greydwarfbrute	Trophy	20	1.5	0	true	$item_trophy_greydwarfbrute
TrophyGreydwarfShaman	$item_trophy_greydwarfshaman	Trophy	20	1	0	true	$item_trophy_greydwarfshaman
TrophyGrowth	$item_trophy_growth	Trophy	20	1	0	true	$item_trophy_growth
TrophyHare	$item_trophy_hare	Trophy	20	2	0	true	$item_trophy_hare
TrophyHatchling	$item_trophy_hatchling	Trophy	20	2	0	true	$item_trophy_hatchling
TrophyKvastur	$enemy_kvastur	Trophy	20	2	0	true	$enemy_kvastur
TrophyLeech	$item_trophy_leech	Trophy	20	2	0	true	$item_trophy_leech
TrophyLox	$item_trophy_lox	Trophy	20	2	0	true	$item_trophy_lox
TrophyMorgen	$item_trophy_morgen	Trophy	20	0.5	0	true	$item_trophy_morgen
TrophyNeck	$item_trophy_neck	Trophy	20	0.5	0	true	$item_trophy_neck
TrophySeeker	$item_trophy_seeker	Trophy	20	2	0	true	$item_trophy_seeker
TrophySeekerBrute	$item_trophy_seeker_brute	Trophy	20	2	0	true	$item_trophy_seeker_brute
TrophySeekerQueen	$item_trophy_seekerqueen	Trophy	20	2	0	true	$item_trophy_seekerqueen
TrophySerpent	$item_trophy_serpent	Trophy	20	25	0	true	$item_trophy_serpent
TrophySGolem	$item_trophy_sgolem	Trophy	20	2	0	true	$item_trophy_sgolem
TrophySkeleton	$item_trophy_skeleton	Trophy	20	0.5	0	true	$item_trophy_skeleton
TrophySkeletonHildir	$item_trophy_skeleton_hildir	Trophy	20	0.5	0	true	$item_trophy_skeleton_hildir
TrophySkeletonPoison	$item_trophy_skeletonpoison	Trophy	20	0.5	0	true	$item_trophy_skeletonpoison
TrophySurtling	$item_trophy_surtling	Trophy	20	1	0	true	$item_trophy_surtling
TrophyTheElder	$item_trophy_elder	Trophy	20	4	0	true	$item_trophy_elder
TrophyTick	$item_trophy_tick	Trophy	20	2	0	true	$item_trophy_tick
TrophyUlv	$item_trophy_ulv	Trophy	20	1.5	0	true	$item_trophy_ulv
TrophyVolture	$item_trophy_volture	Trophy	20	2	0	true	$item_trophy_volture
TrophyWolf	$item_trophy_wolf	Trophy	20	1.5	0	true	$item_trophy_wolf
TrophyWraith	$item_trophy_wraith	Trophy	20	1	0	true	$item_trophy_wraith
Turnip	$item_turnip	Material	50	0.3	0	true	$item_turnip
TurnipSeeds	$item_turnipseeds	Material	100	0.1	0	true	$item_turnipseeds
TurnipStew	$item_turnipstew	Consumable	10	1	0	true	$item_turnipstew
TurretBolt	$item_turretbolt	AmmoNonEquipable	100	0.5	0	true	$item_turretbolt
TurretBoltBone	$item_turretboltbone	AmmoNonEquipable	100	0.5	0	true	$item_turretboltbone
TurretBoltFlametal	$item_turretbolt_flametal	AmmoNonEquipable	100	0.5	0	true	$item_turretbolt_flametal
TurretBoltWood	$item_turretboltwood	AmmoNonEquipable	100	0.5	0	true	$item_turretboltwood
Ulv_attack1_bite	Bite Attack	OneHandedWeapon	1	1	0	true	Bite Attack
Ulv_attack2_slash	Slash Attack	OneHandedWeapon	1	1	0	true	Slash Attack
unbjorn_bite	bjorn bite	OneHandedWeapon	1	1	0	true	bjorn bite
unbjorn_claws	bjorn bite	OneHandedWeapon	1	1	0	true	bjorn bite
unbjorn_slam	slap	OneHandedWeapon	1	1	0	true	slap
unbjorn_swipe_combo	bjorn bite	OneHandedWeapon	1	1	0	true	bjorn bite
unbjorn_swipe_l	bjorn bite	OneHandedWeapon	1	1	0	true	bjorn bite
unbjorn_swipe_r	bjorn bite	OneHandedWeapon	1	1	0	true	bjorn bite
UndeadBjornRibcage	$item_UndeadBjornRibcage	Material	50	5	0	true	$item_UndeadBjornRibcage
VegvisirShard_Bonemass	Yagluth thing	Material	30	1	0	true	Yagluth thing
VikingCupcake	$item_vikingcupcake	Consumable	10	1	0	true	$item_vikingcupcake
VikingCupcakeUncooked	$item_vikingcupcake_uncooked	Material	10	1	0	true	$item_vikingcupcake_uncooked
Vineberry	$item_vineberry	Consumable	50	0.1	0	true	$item_vineberry
VineberrySeeds	$item_vineberryseeds	Material	100	0.1	0	true	$item_vineberryseeds
VineGreenSeeds	$item_vinegreenseeds	Material	100	0.1	0	true	$item_vinegreenseeds
volture_talons	Volture Talons	OneHandedWeapon	1	1	0	true	Volture Talons
VoltureEgg	$item_voltureegg	Misc	20	1	0	true	$item_voltureegg
VoltureMeat	$item_volture_meat	Material	20	1	0	true	$item_volture_meat
Wishbone	$item_wishbone	Utility	1	0.1	0	true	$item_wishbone
Wisp	$item_wisp	Material	50	0.5	0	true	$item_wisp
WitheredBone	$item_witheredbone	Material	30	1	0	true	$item_witheredbone
Wolf_Attack1	WolfAttack1	OneHandedWeapon	1	1	0	true	WolfAttack1
Wolf_Attack2	WolfAttack2	OneHandedWeapon	1	1	0	true	WolfAttack2
Wolf_Attack3	WolfAttack3	OneHandedWeapon	1	1	0	true	WolfAttack3
WolfClaw	$item_wolfclaw	Material	20	0.5	0	true	$item_wolfclaw
WolfFang	$item_wolffang	Material	50	0.1	0	true	$item_wolffang
WolfHairBundle	$item_wolfhairbundle	Material	50	1	0	true	$item_wolfhairbundle
WolfJerky	$item_wolfjerky	Consumable	20	0.5	0	true	$item_wolfjerky
WolfMeat	$item_wolf_meat	Material	20	1	0	true	$item_wolf_meat
WolfMeatSkewer	$item_wolf_skewer	Consumable	20	0.5	0	true	$item_wolf_skewer
WolfPelt	$item_wolfpelt	Material	50	1	0	true	$item_wolfpelt
Wood	$item_wood	Material	50	2	0	true	$item_wood
wraith_melee	Wraith melee	OneHandedWeapon	1	1	0	true	Wraith melee
YagluthDrop	$item_yagluththing	Misc	30	1	0	true	$item_yagluththing
YggdrasilPorridge	$item_yggdrasilporridge	Consumable	10	1	0	true	$item_yggdrasilporridge
YggdrasilWood	$item_yggdrasilwood	Material	50	2	0	true	$item_yggdrasilwood
YmirRemains	$item_ymirremains	Material	50	0.3	0	true	$item_ymirremains
