prefab	name	family	player_item	tier	biome	source	station	station_level	ingredients	ingredient_types	ingredient_units	drop_rate	boss_gated	limited	trader_price	rarity	complexity	anchor	proposed_value	confidence	wiki_page	exclude_reason	note
THSwordSlayerBlood	Brutal Slayer	weapons	true	7	Ashlands	craft	Black forge	4	Slayer x1, Flametal x15, Bloodstone x1	3	17	na	false	false	0	4	5		280	high	Brutal Slayer		Upgraded Slayer with Bloodstone
THSwordSlayerLightning	Scourging Slayer	weapons	true	7	Ashlands	craft	Black forge	4	Slayer x1, Flametal x15, Iolite x1	3	17	na	false	false	0	4	5		280	high	Scourging Slayer		Upgraded Slayer with Iolite
THSwordSlayerNature	Primal Slayer	weapons	true	7	Ashlands	craft	Black forge	4	Slayer x1, Flametal x15, Jade x1	3	17	na	false	false	0	4	5		280	high	Primal Slayer		Upgraded Slayer with Jade
AtgeirWood	Wood atgeir	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		5	high	none	Unused/dev item	Unobtainable dev/test weapon.
AxeEarly	Early axe	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		5	high	none	Unused/dev item	Unobtainable dev item.
AxeWood	Wood axe	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		5	high	none	Unused/dev item	Unobtainable dev item.
BattleaxeWood	Wood battleaxe	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		5	high	none	Unused/dev item	Unobtainable dev item.
charred_bow	Charred bow attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Charred enemy attack; not obtainable.
charred_bow_Fader	Charred Fader bow attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Charred Fader attack; not obtainable.
dragon_coldbreath	Dragon cold breath	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Dragon enemy attack; not obtainable.
draugr_axe	Draugr axe attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Draugr enemy attack; not obtainable.
draugr_bow	Draugr bow attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Draugr enemy attack; not obtainable.
draugr_sword	Draugr sword attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Draugr enemy attack; not obtainable.
DvergerMistile	Dvergr missile attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster-only weapon	Dvergr enemy-only attack; not obtainable.
DvergerStaffBlocker	Dvergr staff blocker	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster-only weapon	Dvergr enemy-only weapon; not obtainable.
DvergerStaffNova	Dvergr staff nova	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster-only weapon	Dvergr enemy-only weapon; not obtainable.
Eikthyr_antler	Eikthyr antler attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Eikthyr boss attack; not obtainable.
Fader_Jump	Fader jump attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Fader boss attack; not obtainable.
Fader_Jump_Left	Fader jump left attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Fader boss attack; not obtainable.
Fader_Jump_Right	Fader jump right attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Fader boss attack; not obtainable.
Fader_Roar	Fader roar attack	weapons	false	0	Anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Monster attack move	Fader boss attack; not obtainable.
skeleton_hildir_firenova	Fire Skeleton Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Enemy attack animation, not obtainable
skeleton_mace	Skeleton Mace	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Enemy weapon, not obtainable
skeleton_sword	Skeleton Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Enemy weapon, not obtainable
skeleton_sword_hildir	Fire Skeleton Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Enemy weapon variant, not obtainable
skeleton_sword2	Skeleton Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Enemy weapon variant, not obtainable
SledgeCheat	Cheat Sledge	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	Cheat Sledge	console command only / cheat item	Dev/cheat item only
SledgeWood	Wooden Sledge	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	not implemented / non-existent item	Not in game
SpearWood	Wooden Spear	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	not implemented / non-existent item	Not in game
SwordCheat	Cheat Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	Cheat Sword	console command only / cheat item	Dev/cheat item only
SwordIronFire	Fire Iron Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	not implemented / non-existent item	Not in standard game
SwordWood	Wooden Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	not implemented / non-existent item	Not in game
TankardOdin	Mead Horn of Odin	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	Mead Horn of Odin	DLC item / special restricted access	DLC-only item
THSwordWood	Wooden 2H Sword	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	not implemented / non-existent item	Not in game
Wolf_Attack1	Wolf Attack 1	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Wolf attack animation, not obtainable
Wolf_Attack2	Wolf Attack 2	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Wolf attack animation, not obtainable
Wolf_Attack3	Wolf Attack 3	weapons	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	none	monster attack / enemy-only weapon	Wolf attack animation, not obtainable
Fader_Roar_Intense		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	boss attack move	
Fader_Spin		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	boss attack move	
fallenvalkyrie_poisonbreath		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	boss attack move	
fallenvalkyrie_screech		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	boss attack move	
fallenvalkyrie_wingspin		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	boss attack move	
gd_king_rootspawn		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	boss attack move	
GoblinBrute_Attack		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster attack move	
GoblinBruteBros_Attack		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster attack move	
GoblinClub		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster-only weapon	
GoblinSpear		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster-only weapon	
GoblinSword		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster-only weapon	
GoblinTorch		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster-only weapon	
PickaxeStone	Stone Pickaxe	weapons	false	0	Meadows	craft	Workbench	1	Stone x20, Wood x3	2	23	na	false	false	0	2	2		20	medium	Pickaxe		Simplest pickaxe
PlayerUnarmed		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	dev/internal item	
SeekerQueen_Spit		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster attack move	
skeleton_bow		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster-only weapon	
skeleton_bow2		weapons	false	0		dev		0		0	0	na	false	false	0	2	2		0	medium	none	monster-only weapon	
BombBlob_Frost	Frost blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Frost gland x1, Resin x3	3	5	na	false	false	0	3	2		45	medium	Frost bomb	Crafted bomb variant	Mistlands blob bomb variant; stack 50.
BombBlob_Poison	Poison blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Poison gland x1, Resin x3	3	5	na	false	false	0	3	2		45	medium	Poison bomb	Crafted bomb variant	Mistlands blob bomb variant; stack 50.
BombBlob_PoisonElite	Elite poison blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Poison gland x2, Resin x3	3	6	na	false	false	0	3	2		50	medium	Poison bomb	Crafted bomb variant	Mistlands elite poison blob variant; stack 50.
BombBlob_Tar	Tar blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Tar x1, Resin x3	3	5	na	false	false	0	3	2		45	medium	Tar bomb	Crafted bomb variant	Mistlands blob bomb variant; stack 50.
BombBlob_Lava	Lava blob bomb	weapons	false	7	Ashlands	craft	Workbench	1	Sap x1, Lava gland x1, Resin x3	3	5	na	false	false	0	3	2		50	medium	Lava bomb	Crafted bomb variant	Ashlands blob bomb variant; stack 50.
HelmetMidsummerCrown	Midsummer Crown	armor	true	0	Any	craft	Workbench	1	Dandelion x10	1	10	na	false	true	0	3	1		10	high	Midsummer Crown		Seasonal event item, Midsummer only
HelmetYule	Yule hat	armor	true	0		trader		0		0	0	na	false	true	100	3	1		40	high	Yule Hat		Holiday/Yule event item, limited seasonal availability; cosmetic only
ArmorTunic1	Simple tunic blue	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Simple tunic blue		Hildir cosmetic tunic purchase
ArmorTunic10	Simple tunic natural	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Simple tunic natural		Hildir cosmetic tunic purchase
ArmorTunic2	Cape tunic blue	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Cape tunic blue		Hildir cosmetic tunic purchase
ArmorTunic3	Beaded tunic blue	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Beaded tunic blue		Hildir cosmetic tunic purchase
ArmorTunic4	Simple tunic red	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Simple tunic red		Hildir cosmetic tunic purchase
ArmorTunic5	Cape tunic red	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Cape tunic red		Hildir cosmetic tunic purchase
ArmorTunic6	Beaded tunic red	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Beaded tunic red		Hildir cosmetic tunic purchase
ArmorTunic7	Simple tunic yellow	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Simple tunic yellow		Hildir cosmetic tunic purchase
ArmorTunic8	Cape tunic yellow	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Cape tunic yellow		Hildir cosmetic tunic purchase
ArmorTunic9	Beaded tunic yellow	armor	true	1	Meadows	trader		0		0	0	na	false	false	0	2	1		35	high	Beaded tunic yellow		Hildir cosmetic tunic purchase
ArmorLeatherChest	Leather chest armor	armor	true	1	Meadows	craft	Workbench	2	Deer hide x6	1	6	na	false	false	0	2	2		35	high	Leather Armor		Armor set item, crafted at Workbench
ArmorLeatherLegs	Leather leg armor	armor	true	1	Meadows	craft	Workbench	2	Deer hide x6	1	6	na	false	false	0	2	2		35	high	Leather Armor		Armor set item, crafted at Workbench
ArmorRagsChest	Rag tunic	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x5	1	5	na	false	false	0	2	2		20	high	Rag Armor		Starting tier armor, minimal protection
ArmorRagsLegs	Rag trousers	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x5	1	5	na	false	false	0	2	2		20	high	Rag Armor		Starting tier legs
CapeDeerHide	Deer hide cape	armor	true	1	Meadows	craft	Workbench	2	Deer hide x4, Bone fragments x5	2	9	na	false	false	0	2	2		25	high	Leather Armor		Meadows tier cape from leather armor set
CapeOdin	Cape of Odin	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x10, Coal x4	2	14	na	false	false	0	2	2		60	high	Cape of Odin		DLC early-game craft, 2 ingredient types
HelmetLeather	Leather helmet	armor	true	1	Meadows	craft	Workbench	2	Deer hide x6	2	7	na	false	false	0	2	2		20	high	Leather Armor		Meadows tier, early armor piece
HelmetOdin	Hood of Odin	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x4, Coal x2	2	6	na	false	false	0	2	2		50	high	Hood of Odin		DLC item, early-game craft
HelmetSweatBand	Headband	armor	true	1	Mistlands	trader		0		0	0	na	false	false	175	3	1		60	high	Headband		Hildir exclusive purchase; no crafting or durability loss
HelmetPointyHat	Pointy Hat	armor	true	2	Black Forest	craft	Workbench	1		0	0	na	false	true	0	3	1		15	medium	Pointy Hat		Halloween event item
ArmorBerserkerChest	Bear pelt chest	armor	true	2	Meadows	craft	Workbench	2	Bear hide x5, Bear paw x2, Blueberries x4	3	11	na	false	false	0	2	3		45	high	Bear Set		Armor set item, crafted at Workbench
ArmorBerserkerLegs	Bear pelt leggings	armor	true	2	Meadows	craft	Workbench	2	Bear hide x5, Blueberries x4	2	9	na	false	false	0	2	3		45	high	Bear Set		Armor set item, crafted at Workbench
ArmorBronzeChest	Bronze plate chest	armor	true	2	Black Forest	craft	Forge	1	Bronze x5, Deer hide x2	2	7	na	false	false	0	2	3		50	high	Bronze Armor		Armor set item, crafted at Forge
ArmorBronzeLegs	Bronze plate leggings	armor	true	2	Black Forest	craft	Forge	1	Bronze x5, Deer hide x2	2	7	na	false	false	0	2	3		50	high	Bronze Armor		Armor set item, crafted at Forge
ArmorTrollLeatherChest	Troll leather tunic	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x5	1	5	na	false	false	0	3	2		40	high	Troll Set		Black Forest armor, requires troll hide drops
ArmorTrollLeatherLegs	Troll leather trousers	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x5	1	5	na	false	false	0	3	2		40	high	Troll Set		Troll Set legs
HelmetBronze	Bronze helmet	armor	true	2	Black Forest	craft	Forge	1	Bronze x5, Deer hide x2	2	7	na	false	false	0	2	3		35	high	Bronze Armor		Bronze Age armor, common craft
HelmetTrollLeather	Troll leather hood	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x5, Bone fragments x3	2	8	na	false	false	0	2	3		25	high	Troll Set		Standard Black Forest armor craft; part of sneaky set bonus when worn with other troll pieces
CapeTrollHide	Troll hide cape	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x10, Bone fragments x10	2	20	na	false	false	0	3	3		55	high	Troll Set		Black Forest set piece, requires troll kills
HelmetBerserkerHood	Headdress of the Bear	armor	true	2	Black Forest	craft	Workbench	2	Bear hide x5, Bear trophy x1	2	6	na	false	false	0	3	3		50	high	Bear Set		Black Forest set piece, bear trophy required
HelmetCelebration	Celebratory cap	armor	true	2	Black Forest	craft	Workbench	2	Deer hide x2, Bronze x1, Bear hide x1, Amber pearl x1	4	5	na	false	false	0	3	3		50	high	Celebratory cap		Bronze Age novelty item, 4 ingredient types
ArmorDress1	Simple dress brown	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Simple dress brown		Armor set item, Hildir trader item
ArmorDress10	Simple dress natural	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Simple dress natural		Armor set item, Hildir trader item
ArmorDress2	Shawl dress brown	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Shawl dress brown		Armor set item, Hildir trader item
ArmorDress3	Beaded dress brown	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Beaded dress brown		Armor set item, Hildir trader item
ArmorDress4	Simple dress blue	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Simple dress blue		Armor set item, Hildir trader item
ArmorDress5	Shawl dress blue	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Shawl dress blue		Armor set item, Hildir trader item
ArmorDress6	Beaded dress blue	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Beaded dress blue		Armor set item, Hildir trader item
ArmorDress7	Simple dress yellow	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Simple dress yellow		Armor set item, Hildir trader item
ArmorDress8	Shawl dress yellow	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Shawl dress yellow		Armor set item, Hildir trader item
ArmorDress9	Beaded dress yellow	armor	true	3	Swamp	trader		0		0	0	na	false	true	350	1	1		30	high	Beaded dress yellow		Armor set item, Hildir trader item
HelmetHat1	Tied headscarf blue	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	200	1	1		20	high	Tied headscarf blue		Hildir cosmetic hat
HelmetHat10	Simple cap purple	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	150	1	1		15	high	Simple cap purple		Hildir cosmetic hat
HelmetHat2	Twisted headscarf green	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	250	1	1		25	high	Twisted headscarf green		Hildir cosmetic hat
HelmetHat3	Fur cap brown	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	200	1	1		20	high	Fur cap brown		Hildir cosmetic hat
HelmetHat4	Extravagant cap green	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	250	1	1		25	high	Extravagant cap green		Hildir cosmetic hat
HelmetHat5	Simple cap red	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	150	1	1		15	high	Simple cap red		Hildir cosmetic hat
HelmetHat6	Tied headscarf yellow	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	250	1	1		25	high	Tied headscarf yellow		Hildir cosmetic hat
HelmetHat7	Twisted headscarf red	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	300	1	1		30	high	Twisted headscarf red		Hildir cosmetic hat
HelmetHat8	HelmetHat8	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	0	1	1		20	low	none		Hildir item, no wiki file found
HelmetHat9	Extravagant cap orange	armor	true	3	Swamp and Ocean	trader	Hildir	0		0	0	na	false	false	300	1	1		30	high	Extravagant cap orange		Hildir cosmetic hat
ArmorHarvester1	Harvest tunic	armor	true	3	Swamp	trader		0		0	0	na	false	true	550	2	1		45	high	Harvest tunic		Armor set item, Hildir trader item
ArmorHarvester2	Harvest dress	armor	true	3	Swamp	trader		0		0	0	na	false	true	550	2	1		45	high	Harvest dress		Armor set item, Hildir trader item
HelmetDverger	Dverger circlet	armor	true	3	Swamp and Ocean	trader	Haldor	0		0	0	na	false	false	620	3	1		62	high	Dverger circlet		Haldor purchase, light source utility
ArmorIronChest	Iron plate chest	armor	true	3	Swamp	craft	Forge	2	Iron x20, Deer hide x2	2	22	na	false	false	0	2	3		70	high	Iron Armor		Armor set item, crafted at Forge
ArmorIronLegs	Iron plate leggings	armor	true	3	Swamp	craft	Forge	2	Iron x20, Deer hide x2	2	22	na	false	false	0	2	3		70	high	Iron Armor		Armor set item, crafted at Forge
ArmorRootChest	Root harnesk	armor	true	3	Swamp	craft	Workbench	2	Root x10, Ancient bark x10, Deer hide x2	3	22	na	false	false	0	2	3		50	high	Root Set		Swamp tier light armor with archery bonus
ArmorRootLegs	Root leggings	armor	true	3	Swamp	craft	Workbench	2	Root x10, Ancient bark x10, Deer hide x2	3	22	na	false	false	0	2	3		50	high	Root Set		Root Set legs
HelmetIron	Iron helmet	armor	true	3	Swamp	craft	Forge	1	Iron x20, Deer hide x2	2	7	na	false	false	0	2	3		50	high	Iron Armor		Iron Age armor, common craft
HelmetPadded	Padded helmet	armor	true	3	Swamp	craft	Forge	1	Iron x10, Linen thread x15	2	25	na	false	false	0	2	3		60	high	Padded Armor		Iron Age, Linen requires Plains progression
HelmetRoot	Root mask	armor	true	3	Black Forest	craft	Workbench	2	Root x10, Ancient bark x10, Leather scraps x4	3	24	na	false	false	0	2	3		55	high	Root Set		Black Forest set, 3 ingredient types
HelmetFishingHat	Fishing hat	armor	true	3	Swamp and Ocean	craft	Workbench	1	Perch x1, Pike x1, Tuna x1, Tetra x1, Trollfish x1, Giant herring x1, Grouper x1, Coral cod x1, Anglerfish x1, Northern salmon x1, Magmafish x1, Pufferfish x1	12	12	na	false	false	0	4	3		75	high	Fishing Hat		Requires 12 different fish types, fishing challenge
ArmorFenringChest	Fenris tunic chest	armor	true	4	Plains	craft	Workbench	2	Fenris hair x20, Wolf pelt x5, Leather scraps x10	3	35	na	false	false	0	2	3		90	high	Fenris Set		Armor set item, crafted at Workbench
ArmorFenringLegs	Fenris tunic leggings	armor	true	4	Plains	craft	Workbench	2	Fenris hair x20, Wolf pelt x5, Leather scraps x10	3	35	na	false	false	0	2	3		90	high	Fenris Set		Armor set item, crafted at Workbench
ArmorWolfChest	Wolf hide chestpiece	armor	true	4	Mountains	craft	Forge	2	Silver x20, Wolf pelt x5, Chain x1	3	26	na	false	false	0	2	4		130	high	Wolf Armor		Mountain tier heavy armor, requires silver and wolf pelts
ArmorWolfLegs	Wolf hide trousers	armor	true	4	Mountains	craft	Forge	2	Silver x20, Wolf pelt x5, Wolf fang x4	3	29	na	false	false	0	2	4		130	high	Wolf Armor		Wolf Armor legs
CapeWolf	Wolf fur cape	armor	true	4	Mountains	craft	Workbench	2	Wolf pelt x6, Silver x4, Wolf trophy x1	3	11	na	false	false	0	3	3		85	high	Wolf Armor		Mountain tier, requires wolf trophy
HelmetFenring	Fenris hood	armor	true	4	Mountains	craft	Workbench	2	Fenris hair x20, Wolf pelt x2, Cultist trophy x1	3	23	na	false	false	0	3	3		90	high	Fenris Set		Mountain set, requires cultist trophy
HelmetBerserkerUndead	Vilebone visage	armor	true	4	Mountains	craft	Forge	2	Bear hide x5, Vile trophy x1	2	6	na	false	false	0	4	3		80	high	Vilebone Set		Mountain tier, requires Vile trophy (rare drop)
HelmetDrake	Drake helmet	armor	true	4	Mountains	craft	Forge	1	Silver x20, Wolf pelt x2, Drake trophy x2	3	24	na	false	false	0	4	3		100	high	Wolf Armor		Mountain tier, requires Drake trophy (rare)
HelmetStrawHat	Straw hat	armor	true	5	Plains	trader	Hildir	0		0	0	na	false	false	300	2	1		30	high	Straw hat		Hildir post-quest, farming set bonus
ArmorBerserkerUndeadChest	Vilebone chest	armor	true	5	Black Forest	craft	Forge	2	Bear hide x4, Vile ribcage x3, Linen thread x4	3	11	na	false	false	0	2	3		65	high	Vilebone Set		Armor set item, crafted at Forge
ArmorBerserkerUndeadLegs	Vilebone leggings	armor	true	5	Black Forest	craft	Forge	2	Bear hide x10, Vile ribcage x1, Linen thread x4	3	15	na	false	false	0	2	3		65	high	Vilebone Set		Armor set item, crafted at Forge
CapeLinen	Linen cape	armor	true	5	Plains	craft	Workbench	2	Linen thread x20, Silver x1	2	21	na	false	false	0	2	3		80	high	Padded Armor		Plains tier cape from Padded Armor set
ArmorPaddedCuirass	Padded cuirass	armor	true	5	Plains	craft	Forge	2	Iron x10, Linen thread x20	2	30	na	false	false	0	2	4		120	high	Padded Armor		Heavy armor chest for Plains, iron and linen thread
ArmorPaddedGreaves	Padded greaves	armor	true	5	Plains	craft	Forge	2	Iron x10, Linen thread x20	2	30	na	false	false	0	2	4		120	high	Padded Armor		Heavy armor legs for Plains
CapeLox	Lox cape	armor	true	5	Plains	craft	Workbench	2	Lox pelt x6, Silver x2	3	11	na	false	false	0	3	3		90	high	Vilebone Set		Plains tier cape, requires Lox pelt and trophy
ArmorCarapaceChest	Carapace chest armor	armor	true	6	Mistlands	craft	Black forge	1	Carapace x20, Scale hide x3, Iron x5, Refined eitr x4	4	32	na	false	false	0	2	4		150	high	Carapace Armor		Armor set item, crafted at Black forge
ArmorCarapaceLegs	Carapace leg armor	armor	true	6	Mistlands	craft	Black forge	1	Carapace x20, Scale hide x3, Iron x5, Refined eitr x4	4	32	na	false	false	0	2	4		150	high	Carapace Armor		Armor set item, crafted at Black forge
HelmetMage	Eitr-weave hood	armor	true	6	Mistlands	craft	Galdr table	1	Linen thread x16, Refined eitr x15, Iron x2	3	33	na	false	false	0	2	4		135	high	Eitr-weave Set		Galdr table craft, 15x Refined eitr required
HelmetCarapace	Carapace helmet	armor	true	6	Mistlands	craft	Black forge	1	Carapace x16, Scale hide x3, Mandible x2, Refined eitr x4	4	25	na	false	false	0	2	5		150	high	Carapace Armor		Black forge Mistlands, Refined eitr required
ArmorMageChest	Eitr-weave robe	armor	true	6	Mistlands	craft	Galdr table	1	Linen thread x20, Refined eitr x20, Feathers x10, Scale hide x5	4	55	na	false	false	0	4	5		250	high	Eitr-weave Set		Mage armor for Mistlands, requires refined eitr and scale hide
ArmorMageLegs	Eitr-weave trousers	armor	true	6	Mistlands	craft	Galdr table	1	Linen thread x20, Refined eitr x20, Scale hide x10	3	50	na	false	false	0	4	5		240	high	Eitr-weave Set		Mage legs armor for Mistlands
CapeFeather	Feather cape	armor	true	6	Mistlands	craft	Galdr table	1	Feathers x10, Scale hide x5, Refined eitr x20	3	35	na	false	false	0	3	5		180	high	Eitr-weave Set		Mistlands cape with featherfall, Galdr table
ArmorAshlandsMediumChest	Breastplate of Ask	armor	true	7	Ashlands	craft	Black forge	3	Linen thread x15, Lox pelt x4, Asksvin hide x10	3	29	na	false	false	0	2	5		240	high	Ask Set		Armor set item, crafted at Black forge
ArmorAshlandsMediumlegs	Trousers of Ask	armor	true	7	Ashlands	craft	Black forge	3	Linen thread x15, Lox pelt x4, Asksvin hide x10	3	29	na	false	false	0	2	5		240	high	Ask Set		Armor set item, crafted at Black forge
ArmorFlametalChest	Flametal armor chest	armor	true	7	Ashlands	craft	Black forge	3	Flametal x20, Asksvin hide x3, Charred bone x5, Morgen heart x1	4	29	na	false	false	0	2	5		280	high	Flametal Armor		Armor set item, crafted at Black forge
ArmorFlametalLegs	Flametal armor leggings	armor	true	7	Ashlands	craft	Black forge	3	Flametal x20, Asksvin hide x3, Charred bone x5	3	28	na	false	false	0	2	5		280	high	Flametal Armor		Armor set item, crafted at Black forge
ArmorMageChest_Ashlands	Trousers of Embla	armor	true	7	Ashlands	craft	Galdr table	2	Linen thread x20, Refined eitr x20, Asksvin hide x10	3	50	na	false	false	0	4	5		280	high	Embla Set		Mage armor for Ashlands, requires Asksvin hide
ArmorMageLegs_Ashlands	Robes of Embla	armor	true	7	Ashlands	craft	Galdr table	2	Linen thread x20, Refined eitr x20, Asksvin hide x10, Flametal x5	4	55	na	false	false	0	4	5		300	high	Embla Set		Mage legs armor for Ashlands, requires Flametal
CapeAsh	Ashen cape	armor	true	7	Ashlands	craft	Black forge	3	Asksvin hide x6, Morgen sinew x2, Flametal x5	3	13	na	false	false	0	3	5		200	high	Ashen Cape		Combat-focused Ashlands cape, Black forge level 3
CapeAsksvin	Asksvin cloak	armor	true	7	Ashlands	craft	Galdr table	2	Asksvin hide x6, Morgen sinew x2	2	8	na	false	false	0	3	5		180	high	Asksvin Cloak		Ashlands cape with Wind Run effect, Galdr table
HelmetAshlandsMediumHood	Hood of Ask	armor	true	7	Mistlands	craft	Black forge	3	Linen thread x15, Lox pelt x4, Asksvin hide x10	3	29	na	false	false	0	2	4		120	high	Ask Set		Black forge tier, Mistlands gear, 3 ingredient types
HelmetFlametal	Flametal Helmet	armor	true	7	Ashlands	craft	Black forge	3	Flametal x16, Asksvin hide x3, Charred bone x2, Refined eitr x4	4	25	na	false	false	0	2	5		180	high	Flametal Armor		Ashlands endgame, Flametal + Refined eitr
