prefab	name	family	player_item	tier	biome	source	station	station_level	ingredients	drop_rate	boss_gated	limited	trader_price	rarity	complexity	value	class	how	anchor	confidence	wiki_page	exclude_reason	note
SwordNiedhoggBlood	Nidhögg the Bleeding	weapons	true	7	Ashlands	craft	Black forge	4	Nidhögg x1, Flametal x6, Bloodstone x1	na	false	false	0	4	5	1020	ultra	ultra		high	Nidhögg the Bleeding		Upgraded with Bloodstone
SwordNiedhoggLightning	Nidhögg the Thundering	weapons	true	7	Ashlands	craft	Black forge	4	Nidhögg x1, Flametal x6, Iolite x1	na	false	false	0	4	5	1020	ultra	ultra		high	Nidhögg the Thundering		Upgraded with Iolite
SwordNiedhoggNature	Nidhögg the Primal	weapons	true	7	Ashlands	craft	Black forge	4	Nidhögg x1, Flametal x6, Jade x1	na	false	false	0	4	5	1020	ultra	ultra		high	Nidhögg the Primal		Upgraded with Jade
THSwordSlayerBlood	Brutal Slayer	weapons	true	7	Ashlands	craft	Black forge	4	Slayer x1, Flametal x15, Bloodstone x1	na	false	false	0	4	5	1020	ultra	ultra		high	Brutal Slayer		Upgraded Slayer with Bloodstone
THSwordSlayerLightning	Scourging Slayer	weapons	true	7	Ashlands	craft	Black forge	4	Slayer x1, Flametal x15, Iolite x1	na	false	false	0	4	5	1020	ultra	ultra		high	Scourging Slayer		Upgraded Slayer with Iolite
THSwordSlayerNature	Primal Slayer	weapons	true	7	Ashlands	craft	Black forge	4	Slayer x1, Flametal x15, Jade x1	na	false	false	0	4	5	1020	ultra	ultra		high	Primal Slayer		Upgraded Slayer with Jade
AtgeirWood	Wood atgeir	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Unused/dev item	Unobtainable dev/test weapon.
AxeEarly	Early axe	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Unused/dev item	Unobtainable dev item.
AxeWood	Wood axe	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Unused/dev item	Unobtainable dev item.
BattleaxeWood	Wood battleaxe	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Unused/dev item	Unobtainable dev item.
charred_bow	Charred bow attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Charred enemy attack; not obtainable.
charred_bow_Fader	Charred Fader bow attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Charred Fader attack; not obtainable.
dragon_coldbreath	Dragon cold breath	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Dragon enemy attack; not obtainable.
draugr_axe	Draugr axe attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Draugr enemy attack; not obtainable.
draugr_bow	Draugr bow attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Draugr enemy attack; not obtainable.
draugr_sword	Draugr sword attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Draugr enemy attack; not obtainable.
DvergerMistile	Dvergr missile attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster-only weapon	Dvergr enemy-only attack; not obtainable.
DvergerStaffBlocker	Dvergr staff blocker	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster-only weapon	Dvergr enemy-only weapon; not obtainable.
DvergerStaffNova	Dvergr staff nova	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster-only weapon	Dvergr enemy-only weapon; not obtainable.
Eikthyr_antler	Eikthyr antler attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Eikthyr boss attack; not obtainable.
Fader_Jump	Fader jump attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Fader boss attack; not obtainable.
Fader_Jump_Left	Fader jump left attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Fader boss attack; not obtainable.
Fader_Jump_Right	Fader jump right attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Fader boss attack; not obtainable.
Fader_Roar	Fader roar attack	weapons	false	0	Anywhere	dev		0		na	false	false	0	1	1	2	common	raw		high	none	Monster attack move	Fader boss attack; not obtainable.
skeleton_hildir_firenova	Fire Skeleton Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Enemy attack animation, not obtainable
skeleton_mace	Skeleton Mace	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Enemy weapon, not obtainable
skeleton_sword	Skeleton Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Enemy weapon, not obtainable
skeleton_sword_hildir	Fire Skeleton Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Enemy weapon variant, not obtainable
skeleton_sword2	Skeleton Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Enemy weapon variant, not obtainable
SledgeCheat	Cheat Sledge	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	Cheat Sledge	console command only / cheat item	Dev/cheat item only
SledgeWood	Wooden Sledge	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	not implemented / non-existent item	Not in game
SpearWood	Wooden Spear	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	not implemented / non-existent item	Not in game
SwordCheat	Cheat Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	Cheat Sword	console command only / cheat item	Dev/cheat item only
SwordIronFire	Fire Iron Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	not implemented / non-existent item	Not in standard game
SwordWood	Wooden Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	not implemented / non-existent item	Not in game
TankardOdin	Mead Horn of Odin	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	Mead Horn of Odin	DLC item / special restricted access	DLC-only item
THSwordWood	Wooden 2H Sword	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	not implemented / non-existent item	Not in game
Wolf_Attack1	Wolf Attack 1	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Wolf attack animation, not obtainable
Wolf_Attack2	Wolf Attack 2	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Wolf attack animation, not obtainable
Wolf_Attack3	Wolf Attack 3	weapons	false	0		dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster attack / enemy-only weapon	Wolf attack animation, not obtainable
Fader_Roar_Intense		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	boss attack move	
Fader_Spin		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	boss attack move	
fallenvalkyrie_poisonbreath		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	boss attack move	
fallenvalkyrie_screech		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	boss attack move	
fallenvalkyrie_wingspin		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	boss attack move	
gd_king_rootspawn		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	boss attack move	
GoblinBrute_Attack		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster attack move	
GoblinBruteBros_Attack		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster attack move	
GoblinClub		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster-only weapon	
GoblinSpear		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster-only weapon	
GoblinSword		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster-only weapon	
GoblinTorch		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster-only weapon	
PickaxeStone	Stone Pickaxe	weapons	false	0	Meadows	craft	Workbench	1	Stone x20, Wood x3	na	false	false	0	2	2	26	common	cost		medium	Pickaxe		Simplest pickaxe
PlayerUnarmed		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	dev/internal item	
SeekerQueen_Spit		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster attack move	
skeleton_bow		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster-only weapon	
skeleton_bow2		weapons	false	0		dev		0		na	false	false	0	2	2	6	common	score		medium	none	monster-only weapon	
BombBlob_Frost	Frost blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Frost gland x1, Resin x3	na	false	false	0	3	2	3	rare	cost		medium	Frost bomb	Crafted bomb variant	Mistlands blob bomb variant; stack 50.
BombBlob_Poison	Poison blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Poison gland x1, Resin x3	na	false	false	0	3	2	49	rare	score		medium	Poison bomb	Crafted bomb variant	Mistlands blob bomb variant; stack 50.
BombBlob_PoisonElite	Elite poison blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Poison gland x2, Resin x3	na	false	false	0	3	2	49	rare	score		medium	Poison bomb	Crafted bomb variant	Mistlands elite poison blob variant; stack 50.
BombBlob_Tar	Tar blob bomb	weapons	false	6	Mistlands	craft	Workbench	1	Sap x1, Tar x1, Resin x3	na	false	false	0	3	2	3	rare	cost		medium	Tar bomb	Crafted bomb variant	Mistlands blob bomb variant; stack 50.
BombBlob_Lava	Lava blob bomb	weapons	false	7	Ashlands	craft	Workbench	1	Sap x1, Lava gland x1, Resin x3	na	false	false	0	3	2	75	rare	score		medium	Lava bomb	Crafted bomb variant	Ashlands blob bomb variant; stack 50.
HelmetMidsummerCrown	Midsummer Crown	armor	true	0	Any	craft	Workbench	1	Dandelion x10	na	false	true	0	3	1	5	rare	raw		high	Midsummer Crown		Seasonal event item, Midsummer only
HelmetYule	Yule hat	armor	true	0		trader		0		na	false	true	100	3	1	25	rare	trader		high	Yule Hat		Holiday/Yule event item, limited seasonal availability; cosmetic only
ArmorTunic1	Simple tunic blue	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Simple tunic blue		Hildir cosmetic tunic purchase
ArmorTunic10	Simple tunic natural	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Simple tunic natural		Hildir cosmetic tunic purchase
ArmorTunic2	Cape tunic blue	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Cape tunic blue		Hildir cosmetic tunic purchase
ArmorTunic3	Beaded tunic blue	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Beaded tunic blue		Hildir cosmetic tunic purchase
ArmorTunic4	Simple tunic red	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Simple tunic red		Hildir cosmetic tunic purchase
ArmorTunic5	Cape tunic red	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Cape tunic red		Hildir cosmetic tunic purchase
ArmorTunic6	Beaded tunic red	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Beaded tunic red		Hildir cosmetic tunic purchase
ArmorTunic7	Simple tunic yellow	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Simple tunic yellow		Hildir cosmetic tunic purchase
ArmorTunic8	Cape tunic yellow	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Cape tunic yellow		Hildir cosmetic tunic purchase
ArmorTunic9	Beaded tunic yellow	armor	true	1	Meadows	trader		0		na	false	false	0	2	1	3	common	raw		high	Beaded tunic yellow		Hildir cosmetic tunic purchase
ArmorLeatherChest	Leather chest armor	armor	true	1	Meadows	craft	Workbench	2	Deer hide x6	na	false	false	0	2	2	21	common	cost		high	Leather Armor		Armor set item, crafted at Workbench
ArmorLeatherLegs	Leather leg armor	armor	true	1	Meadows	craft	Workbench	2	Deer hide x6	na	false	false	0	2	2	21	common	cost		high	Leather Armor		Armor set item, crafted at Workbench
ArmorRagsChest	Rag tunic	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x5	na	false	false	0	2	2	17	common	cost		high	Rag Armor		Starting tier armor, minimal protection
ArmorRagsLegs	Rag trousers	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x5	na	false	false	0	2	2	17	common	cost		high	Rag Armor		Starting tier legs
CapeDeerHide	Deer hide cape	armor	true	1	Meadows	craft	Workbench	2	Deer hide x4, Bone fragments x5	na	false	false	0	2	2	25	common	cost		high	Leather Armor		Meadows tier cape from leather armor set
CapeOdin	Cape of Odin	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x10, Coal x4	na	false	false	0	2	2	39	rare	cost		high	Cape of Odin		DLC early-game craft, 2 ingredient types
HelmetLeather	Leather helmet	armor	true	1	Meadows	craft	Workbench	2	Deer hide x6	na	false	false	0	2	2	21	common	cost		high	Leather Armor		Meadows tier, early armor piece
HelmetOdin	Hood of Odin	armor	true	1	Meadows	craft	Workbench	1	Leather scraps x4, Coal x2	na	false	false	0	2	2	16	common	cost		high	Hood of Odin		DLC item, early-game craft
HelmetSweatBand	Headband	armor	true	1	Mistlands	trader		0		na	false	false	175	3	1	44	rare	trader		high	Headband		Hildir exclusive purchase; no crafting or durability loss
HelmetPointyHat	Pointy Hat	armor	true	2	Black Forest	craft	Workbench	1		na	false	true	0	3	1	10	rare	raw		medium	Pointy Hat		Halloween event item
ArmorBerserkerChest	Bear pelt chest	armor	true	2	Meadows	craft	Workbench	2	Bear hide x5, Bear paw x2, Blueberries x4	na	false	false	0	2	3	57	rare	cost		high	Bear Set		Armor set item, crafted at Workbench
ArmorBerserkerLegs	Bear pelt leggings	armor	true	2	Meadows	craft	Workbench	2	Bear hide x5, Blueberries x4	na	false	false	0	2	3	35	rare	cost		high	Bear Set		Armor set item, crafted at Workbench
ArmorBronzeChest	Bronze plate chest	armor	true	2	Black Forest	craft	Forge	1	Bronze x5, Deer hide x2	na	false	false	0	2	3	44	rare	cost		high	Bronze Armor		Armor set item, crafted at Forge
ArmorBronzeLegs	Bronze plate leggings	armor	true	2	Black Forest	craft	Forge	1	Bronze x5, Deer hide x2	na	false	false	0	2	3	44	rare	cost		high	Bronze Armor		Armor set item, crafted at Forge
ArmorTrollLeatherChest	Troll leather tunic	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x5	na	false	false	0	3	2	35	rare	cost		high	Troll Set		Black Forest armor, requires troll hide drops
ArmorTrollLeatherLegs	Troll leather trousers	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x5	na	false	false	0	3	2	35	rare	cost		high	Troll Set		Troll Set legs
HelmetBronze	Bronze helmet	armor	true	2	Black Forest	craft	Forge	1	Bronze x5, Deer hide x2	na	false	false	0	2	3	44	rare	cost		high	Bronze Armor		Bronze Age armor, common craft
HelmetTrollLeather	Troll leather hood	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x5, Bone fragments x3	na	false	false	0	2	3	23	common	cost		high	Troll Set		Standard Black Forest armor craft; part of sneaky set bonus when worn with other troll pieces
CapeTrollHide	Troll hide cape	armor	true	2	Black Forest	craft	Workbench	2	Troll hide x10, Bone fragments x10	na	false	false	0	3	3	43	rare	cost		high	Troll Set		Black Forest set piece, requires troll kills
HelmetBerserkerHood	Headdress of the Bear	armor	true	2	Black Forest	craft	Workbench	2	Bear hide x5, Bear trophy x1	na	false	false	0	3	3	34	rare	cost		high	Bear Set		Black Forest set piece, bear trophy required
HelmetCelebration	Celebratory cap	armor	true	2	Black Forest	craft	Workbench	2	Deer hide x2, Bronze x1, Bear hide x1, Amber pearl x1	na	false	false	0	3	3	27	rare	cost		high	Celebratory cap		Bronze Age novelty item, 4 ingredient types
ArmorDress1	Simple dress brown	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Simple dress brown		Armor set item, Hildir trader item
ArmorDress10	Simple dress natural	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Simple dress natural		Armor set item, Hildir trader item
ArmorDress2	Shawl dress brown	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Shawl dress brown		Armor set item, Hildir trader item
ArmorDress3	Beaded dress brown	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Beaded dress brown		Armor set item, Hildir trader item
ArmorDress4	Simple dress blue	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Simple dress blue		Armor set item, Hildir trader item
ArmorDress5	Shawl dress blue	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Shawl dress blue		Armor set item, Hildir trader item
ArmorDress6	Beaded dress blue	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Beaded dress blue		Armor set item, Hildir trader item
ArmorDress7	Simple dress yellow	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Simple dress yellow		Armor set item, Hildir trader item
ArmorDress8	Shawl dress yellow	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Shawl dress yellow		Armor set item, Hildir trader item
ArmorDress9	Beaded dress yellow	armor	true	3	Swamp	trader		0		na	false	true	350	1	1	88	rare	trader		high	Beaded dress yellow		Armor set item, Hildir trader item
HelmetHat1	Tied headscarf blue	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	200	1	1	50	rare	trader		high	Tied headscarf blue		Hildir cosmetic hat
HelmetHat10	Simple cap purple	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	150	1	1	38	rare	trader		high	Simple cap purple		Hildir cosmetic hat
HelmetHat2	Twisted headscarf green	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	250	1	1	63	rare	trader		high	Twisted headscarf green		Hildir cosmetic hat
HelmetHat3	Fur cap brown	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	200	1	1	50	rare	trader		high	Fur cap brown		Hildir cosmetic hat
HelmetHat4	Extravagant cap green	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	250	1	1	63	rare	trader		high	Extravagant cap green		Hildir cosmetic hat
HelmetHat5	Simple cap red	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	150	1	1	38	rare	trader		high	Simple cap red		Hildir cosmetic hat
HelmetHat6	Tied headscarf yellow	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	250	1	1	63	rare	trader		high	Tied headscarf yellow		Hildir cosmetic hat
HelmetHat7	Twisted headscarf red	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	300	1	1	75	rare	trader		high	Twisted headscarf red		Hildir cosmetic hat
HelmetHat8	HelmetHat8	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	0	1	1	3	common	raw		low	none		Hildir item, no wiki file found
HelmetHat9	Extravagant cap orange	armor	true	3	Swamp and Ocean	trader	Hildir	0		na	false	false	300	1	1	75	rare	trader		high	Extravagant cap orange		Hildir cosmetic hat
ArmorHarvester1	Harvest tunic	armor	true	3	Swamp	trader		0		na	false	true	550	2	1	138	rare	trader		high	Harvest tunic		Armor set item, Hildir trader item
ArmorHarvester2	Harvest dress	armor	true	3	Swamp	trader		0		na	false	true	550	2	1	138	rare	trader		high	Harvest dress		Armor set item, Hildir trader item
HelmetDverger	Dverger circlet	armor	true	3	Swamp and Ocean	trader	Haldor	0		na	false	false	620	3	1	155	rare	trader		high	Dverger circlet		Haldor purchase, light source utility
ArmorIronChest	Iron plate chest	armor	true	3	Swamp	craft	Forge	2	Iron x20, Deer hide x2	na	false	false	0	2	3	189	rare	cost		high	Iron Armor		Armor set item, crafted at Forge
ArmorIronLegs	Iron plate leggings	armor	true	3	Swamp	craft	Forge	2	Iron x20, Deer hide x2	na	false	false	0	2	3	189	rare	cost		high	Iron Armor		Armor set item, crafted at Forge
ArmorRootChest	Root harnesk	armor	true	3	Swamp	craft	Workbench	2	Root x10, Ancient bark x10, Deer hide x2	na	false	false	0	2	3	46	rare	cost		high	Root Set		Swamp tier light armor with archery bonus
ArmorRootLegs	Root leggings	armor	true	3	Swamp	craft	Workbench	2	Root x10, Ancient bark x10, Deer hide x2	na	false	false	0	2	3	46	rare	cost		high	Root Set		Root Set legs
HelmetIron	Iron helmet	armor	true	3	Swamp	craft	Forge	1	Iron x20, Deer hide x2	na	false	false	0	2	3	189	rare	cost		high	Iron Armor		Iron Age armor, common craft
HelmetPadded	Padded helmet	armor	true	3	Swamp	craft	Forge	1	Iron x10, Linen thread x15	na	false	false	0	2	3	157	rare	cost		high	Padded Armor		Iron Age, Linen requires Plains progression
HelmetRoot	Root mask	armor	true	3	Black Forest	craft	Workbench	2	Root x10, Ancient bark x10, Leather scraps x4	na	false	false	0	2	3	48	rare	cost		high	Root Set		Black Forest set, 3 ingredient types
HelmetFishingHat	Fishing hat	armor	true	3	Swamp and Ocean	craft	Workbench	1	Perch x1, Pike x1, Tuna x1, Tetra x1, Trollfish x1, Giant herring x1, Grouper x1, Coral cod x1, Anglerfish x1, Northern salmon x1, Magmafish x1, Pufferfish x1	na	false	false	0	4	3	18	rare	cost		high	Fishing Hat		Requires 12 different fish types, fishing challenge
ArmorFenringChest	Fenris tunic chest	armor	true	4	Plains	craft	Workbench	2	Fenris hair x20, Wolf pelt x5, Leather scraps x10	na	false	false	0	2	3	68	rare	cost		high	Fenris Set		Armor set item, crafted at Workbench
ArmorFenringLegs	Fenris tunic leggings	armor	true	4	Plains	craft	Workbench	2	Fenris hair x20, Wolf pelt x5, Leather scraps x10	na	false	false	0	2	3	68	rare	cost		high	Fenris Set		Armor set item, crafted at Workbench
ArmorWolfChest	Wolf hide chestpiece	armor	true	4	Mountains	craft	Forge	2	Silver x20, Wolf pelt x5, Chain x1	na	false	false	0	2	4	328	rare	cost		high	Wolf Armor		Mountain tier heavy armor, requires silver and wolf pelts
ArmorWolfLegs	Wolf hide trousers	armor	true	4	Mountains	craft	Forge	2	Silver x20, Wolf pelt x5, Wolf fang x4	na	false	false	0	2	4	331	rare	cost		high	Wolf Armor		Wolf Armor legs
CapeWolf	Wolf fur cape	armor	true	4	Mountains	craft	Workbench	2	Wolf pelt x6, Silver x4, Wolf trophy x1	na	false	false	0	3	3	94	rare	cost		high	Wolf Armor		Mountain tier, requires wolf trophy
HelmetFenring	Fenris hood	armor	true	4	Mountains	craft	Workbench	2	Fenris hair x20, Wolf pelt x2, Cultist trophy x1	na	false	false	0	3	3	54	rare	cost		high	Fenris Set		Mountain set, requires cultist trophy
HelmetBerserkerUndead	Vilebone visage	armor	true	4	Mountains	craft	Forge	2	Bear hide x5, Vile trophy x1	na	false	false	0	4	3	180	rare	score		high	Vilebone Set		Mountain tier, requires Vile trophy (rare drop)
HelmetDrake	Drake helmet	armor	true	4	Mountains	craft	Forge	1	Silver x20, Wolf pelt x2, Drake trophy x2	na	false	false	0	4	3	285	rare	cost		high	Wolf Armor		Mountain tier, requires Drake trophy (rare)
HelmetStrawHat	Straw hat	armor	true	5	Plains	trader	Hildir	0		na	false	false	300	2	1	75	rare	trader		high	Straw hat		Hildir post-quest, farming set bonus
ArmorBerserkerUndeadChest	Vilebone chest	armor	true	5	Black Forest	craft	Forge	2	Bear hide x4, Vile ribcage x3, Linen thread x4	na	false	false	0	2	3	51	rare	cost		high	Vilebone Set		Armor set item, crafted at Forge
ArmorBerserkerUndeadLegs	Vilebone leggings	armor	true	5	Black Forest	craft	Forge	2	Bear hide x10, Vile ribcage x1, Linen thread x4	na	false	false	0	2	3	70	rare	cost		high	Vilebone Set		Armor set item, crafted at Forge
CapeLinen	Linen cape	armor	true	5	Plains	craft	Workbench	2	Linen thread x20, Silver x1	na	false	false	0	2	3	104	rare	cost		high	Padded Armor		Plains tier cape from Padded Armor set
ArmorPaddedCuirass	Padded cuirass	armor	true	5	Plains	craft	Forge	2	Iron x10, Linen thread x20	na	false	false	0	2	4	199	rare	cost		high	Padded Armor		Heavy armor chest for Plains, iron and linen thread
ArmorPaddedGreaves	Padded greaves	armor	true	5	Plains	craft	Forge	2	Iron x10, Linen thread x20	na	false	false	0	2	4	199	rare	cost		high	Padded Armor		Heavy armor legs for Plains
CapeLox	Lox cape	armor	true	5	Plains	craft	Workbench	2	Lox pelt x6, Silver x2	na	false	false	0	3	3	63	rare	cost		high	Vilebone Set		Plains tier cape, requires Lox pelt and trophy
ArmorCarapaceChest	Carapace chest armor	armor	true	6	Mistlands	craft	Black forge	1	Carapace x20, Scale hide x3, Iron x5, Refined eitr x4	na	false	false	0	2	4	224	rare	cost		high	Carapace Armor		Armor set item, crafted at Black forge
ArmorCarapaceLegs	Carapace leg armor	armor	true	6	Mistlands	craft	Black forge	1	Carapace x20, Scale hide x3, Iron x5, Refined eitr x4	na	false	false	0	2	4	224	rare	cost		high	Carapace Armor		Armor set item, crafted at Black forge
HelmetMage	Eitr-weave hood	armor	true	6	Mistlands	craft	Galdr table	1	Linen thread x16, Refined eitr x15, Iron x2	na	false	false	0	2	4	342	rare	cost		high	Eitr-weave Set		Galdr table craft, 15x Refined eitr required
HelmetCarapace	Carapace helmet	armor	true	6	Mistlands	craft	Black forge	1	Carapace x16, Scale hide x3, Mandible x2, Refined eitr x4	na	false	false	0	2	5	205	rare	cost		high	Carapace Armor		Black forge Mistlands, Refined eitr required
ArmorMageChest	Eitr-weave robe	armor	true	6	Mistlands	craft	Galdr table	1	Linen thread x20, Refined eitr x20, Feathers x10, Scale hide x5	na	false	false	0	4	5	509	rare	cost		high	Eitr-weave Set		Mage armor for Mistlands, requires refined eitr and scale hide
ArmorMageLegs	Eitr-weave trousers	armor	true	6	Mistlands	craft	Galdr table	1	Linen thread x20, Refined eitr x20, Scale hide x10	na	false	false	0	4	5	509	rare	cost		high	Eitr-weave Set		Mage legs armor for Mistlands
CapeFeather	Feather cape	armor	true	6	Mistlands	craft	Galdr table	1	Feathers x10, Scale hide x5, Refined eitr x20	na	false	false	0	3	5	438	rare	cost		high	Eitr-weave Set		Mistlands cape with featherfall, Galdr table
ArmorAshlandsMediumChest	Breastplate of Ask	armor	true	7	Ashlands	craft	Black forge	3	Linen thread x15, Lox pelt x4, Asksvin hide x10	na	false	false	0	2	5	164	rare	cost		high	Ask Set		Armor set item, crafted at Black forge
ArmorAshlandsMediumlegs	Trousers of Ask	armor	true	7	Ashlands	craft	Black forge	3	Linen thread x15, Lox pelt x4, Asksvin hide x10	na	false	false	0	2	5	164	rare	cost		high	Ask Set		Armor set item, crafted at Black forge
ArmorFlametalChest	Flametal armor chest	armor	true	7	Ashlands	craft	Black forge	3	Flametal x20, Asksvin hide x3, Charred bone x5, Morgen heart x1	na	false	false	0	2	5	600	rare	cost		high	Flametal Armor		Armor set item, crafted at Black forge
ArmorFlametalLegs	Flametal armor leggings	armor	true	7	Ashlands	craft	Black forge	3	Flametal x20, Asksvin hide x3, Charred bone x5	na	false	false	0	2	5	600	rare	cost		high	Flametal Armor		Armor set item, crafted at Black forge
ArmorMageChest_Ashlands	Trousers of Embla	armor	true	7	Ashlands	craft	Galdr table	2	Linen thread x20, Refined eitr x20, Asksvin hide x10	na	false	false	0	4	5	523	rare	cost		high	Embla Set		Mage armor for Ashlands, requires Asksvin hide
